"sku","name","orderedquantity","stocklevel","restockingleadtime","sentimentscore","sentimentmagnitude"
"GGOEGAXQ067155"," Toddler Short Sleeve Tee White",8,9,15,0.10,0.20
"GGOEGADC059516"," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",1,1,15,0.10,0.20
"GGOEGAPC058814"," Women's Shell Jacket Blue/Black",4,4,16,0.10,0.20
"GGOEGALJ072915"," Women's Performance Hero Tee Gunmetal",6,6,16,0.10,0.20
"GGOEGBRB013899"," Laptop Backpack",155,178,16,0.10,0.20
"GGOEGALJ036415"," Women's Tee Grey",21,23,17,0.10,0.20
"GGOEGAEJ030817"," Women's Long Sleeve Blended Cardigan Charcoal",8,9,17,0.10,0.20
"9183223"," Spiral Leather Journal",0,0,18,0.10,0.20
"9182726"," Men's Long & Lean Tee Charcoal",0,0,18,0.10,0.20
"GGOEGATB060416"," Women's Quilted Insulated Vest Black",1,1,18,0.10,0.20
"GGOEGAAX0681"," Youth Sports Tee Navy",29,33,18,0.10,0.20
"GGOEGAXJ065728"," Toddler 1/4 Zip Fleece Pewter",27,30,18,0.10,0.20
"9183015"," Onesie Heather",0,0,19,0.10,0.20
"GGOEAAXN066328","Android Toddler Short Sleeve T-shirt Pink",20,22,19,0.10,0.20
"GGOEAAEH035215","Android Men's Vintage Henley",25,27,19,0.10,0.20
"GGOEYAEJ029613"," Women's Short Sleeve Tri-blend Badge Tee Grey",7,8,19,0.10,0.20
"GGOEGAAX0355"," Men's Vintage Tank",18,31,17,-0.10,0.20
"GGOEGAAX0330"," Men's Long & Lean Tee Charcoal",38,43,12,-0.20,0.20
"GGOEAXXX0812","Android Men's Take Charge Short Sleeve Tee Purple",12,19,15,-0.20,0.20
"GGOEGEHQ071199"," High Capacity 10,400mAh Charger",73,84,17,-0.20,0.20
"GGOEGAAX0105"," Men's 100% Cotton Short Sleeve Hero Tee Black",62,105,19,-0.20,0.20
"GGOEGHGR019499"," Sunglasses",1046,1195,5,0.40,0.20
"GGOEGEVB071799"," Pocket Bluetooth Speaker",214,246,2,0.90,0.20
"GGOEGAAX0589"," Men's Short Sleeve Performance Badge Tee Black",9,15,7,0.00,0.40
"GGOEAXXX0808","Android Men's Engineer Short Sleeve Tee Charcoal",37,55,11,0.00,0.40
"GGOEGAAX0571"," Men's Performance 1/4 Zip Pullover Heather/Black",17,26,17,0.00,0.40
"GGOEWXXX0834"," Women's Typography Short Sleeve Tee",0,0,18,0.00,0.40
"GGOEGPXR023199"," Collapsible Pet Bowl",12,15,9,0.30,0.40
"GGOEGBMJ013399","Sport Bag",2299,2877,9,0.30,0.40
"GGOEGAAX0568"," Men's Watershed Full Zip Hoodie Grey",54,75,17,-0.30,0.40
"GGOEAFKQ020599","Android Sticker Sheet Ultra Removable",363,449,13,0.60,0.40
"GGOEGEVA022399","Micro Wireless Earbud",185,234,16,0.60,0.40
"GGOEGAAX0729"," Women's Performance Hero Tee Gunmetal",0,0,10,-0.10,0.40
"GGOEGAAX0358"," Men's  Zip Hoodie",178,235,16,-0.10,0.40
"GGOEGAAX0603"," Women's 1/4 Zip Performance Pullover Two-Tone Blue",10,15,19,-0.10,0.40
"GGOEADHH055999","22 oz Android Bottle",597,738,4,0.20,0.40
"GGOEGOXQ016399","Badge Holder",916,1186,2,0.20,0.40
"9180833","Rubber Grip Ballpoint Pen 4 Pack",0,0,5,0.20,0.40
"GGOEGAEJ029915"," Women's V-Neck Tee Charcoal",3,3,5,0.20,0.40
"GGOEAAAB034914","Android BTTF Moonshot Graphic Tee",10,12,5,0.20,0.40
"GGOEGAAQ010416"," Men's 100% Cotton Short Sleeve Hero Tee White",9,11,5,0.20,0.40
"GGOEGALJ073317"," Women's Short Sleeve Hero Tee Heather",1,1,5,0.20,0.40
"GGOEGALJ073313"," Women's Short Sleeve Hero Tee Heather",1,1,5,0.20,0.40
"GGOEGAPB058615"," Women's Yoga Jacket Black",5,6,6,0.20,0.40
"9182709","Android Women's Long Sleeve Blended Cardigan Grey",0,0,6,0.20,0.40
"GGOEGAEB084514","BLM Sweatshirt",1,1,6,0.20,0.40
"GGOEGALJ034414"," Women's Vintage Hero Tee Platinum",34,42,6,0.20,0.40
"9180781","Suitcase Organizer Cubes",0,0,7,0.20,0.40
"GGOEGAAQ010413"," Men's 100% Cotton Short Sleeve Hero Tee White",133,167,7,0.20,0.40
"9182769"," Women's Short Sleeve Performance Tee Pewter",0,0,7,0.20,0.40
"GGOEGATH060716"," Women's Convertible Vest-Jacket Sea Foam Green",9,11,8,0.20,0.40
"GGOEGALB034114"," Women's Vintage Hero Tee Black",121,155,8,0.20,0.40
"GGOEGAYC068326"," Youth Short Sleeve T-shirt Royal Blue",11,14,9,0.20,0.40
"9181148","Gift Card- $100.00",0,0,10,0.20,0.40
"GGOEAAXN066329","Android Toddler Short Sleeve T-shirt Pink",54,70,11,0.20,0.40
"9182173"," Stylus Pen w/ LED Light",0,0,11,0.20,0.40
"GGOEGATC060316"," Women's 1/4 Zip Performance Pullover Two-Tone Blue",1,1,11,0.20,0.40
"GGOEYAFB073113"," Men's Fleece Hoodie Black",79,99,11,0.20,0.40
"GGOEGAAR010716"," Men's 100% Cotton Short Sleeve Hero Tee Red",70,90,12,0.20,0.40
"GGOEAAAJ032915","Android Men's Long & Lean Badge Tee Charcoal",69,88,12,0.20,0.40
"GGOEAAEJ030916","Android Women's Long Sleeve Blended Cardigan Grey",8,10,12,0.20,0.40
"9180748","Android Lunch Kit",0,0,12,0.20,0.40
"GGOEGADJ059717"," Men's Quilted Insulated Vest Battleship Grey",3,3,12,0.20,0.40
"GGOEGADB056616","Men's Weatherblock Shell Jacket Black",13,16,13,0.20,0.40
"GGOEGALB034117"," Women's Vintage Hero Tee Black",59,74,13,0.20,0.40
"GGOEGAAB033817"," Men's Vintage Badge Tee Black",93,119,14,0.20,0.40
"GGOEGALP036314"," Women's Long Sleeve Tee Lavender",13,16,14,0.20,0.40
"9182754"," Men's Softshell Jacket Black/Grey",0,0,14,0.20,0.40
"GGOEGAER035516"," Men's Vintage Tank",5,6,14,0.20,0.40
"GGOENEBJ081899"," Learning Thermostat 3rd Gen - CA - Stainless Steel",54,69,14,0.20,0.40
"9181137"," Alpine Style Backpack",0,0,14,0.20,0.40
"9184737"," Pack of 9 Decal Set",0,0,14,0.20,0.40
"GGOEGAYB068025"," Youth Baseball Raglan Heather/Black",6,7,14,0.20,0.40
"9182746"," Men's Quilted Insulated Vest Battleship Grey",0,0,15,0.20,0.40
"GGOEAAWJ062550","Android Infant Short Sleeve Tee Pewter",2,2,15,0.20,0.40
"GGOEGDHB072099"," Insulated Stainless Steel Bottle",0,0,16,0.20,0.40
"GGOEGATB060413"," Women's Quilted Insulated Vest Black",6,7,16,0.20,0.40
"GGOEGAPB057517","Women's Weatherblock Shell Jacket Black",2,2,16,0.20,0.40
"9180806","Clip-on Compact Charger",0,0,16,0.20,0.40
"GGOEAAEH035216","Android Men's Vintage Henley",2,2,16,0.20,0.40
"9180824","Foam Can and Bottle Cooler",0,0,16,0.20,0.40
"GGOEGAER035517"," Men's Vintage Tank",1,1,17,0.20,0.40
"GGOEGAPB058612"," Women's Yoga Jacket Black",17,21,17,0.20,0.40
"GGOEYAEJ029014"," Women's Short Sleeve Hero Tee Charcoal",4,5,17,0.20,0.40
"GGOEGAAH034016"," Men's Vintage Badge Tee Sage",193,248,18,0.20,0.40
"GGOEWCKQ085457"," Pack of 9 Decal Set",31,39,18,0.20,0.40
"GGOEGAEJ028014"," Women's Short Sleeve Hero Tee Grey",90,114,18,0.20,0.40
"GGOEGAQB036013"," Women's Fleece Hoodie",58,73,18,0.20,0.40
"9182773"," Women's Short Sleeve Performance Tee Charcoal",0,0,18,0.20,0.40
"GGOEGAAX0610"," Onesie Red/Graphite",51,63,19,0.20,0.40
"9183091"," Youth Baseball Raglan Heather/Black",0,0,19,0.20,0.40
"GGOEGADJ057115"," Men's Performance 1/4 Zip Pullover Heather/Black",7,8,19,0.20,0.40
"9182903","Android Youth Short Sleeve T-shirt Pewter",0,0,19,0.20,0.40
"GGOEGALQ034215"," Women's Vintage Hero Tee White",29,37,19,0.20,0.40
"GGOEAAEH035217","Android Men's Vintage Henley",8,10,19,0.20,0.40
"GGOEAKDH019899","Windup Android",1351,1674,5,0.40,0.40
"GGOEGAAX0578"," Women's Performance Full Zip Jacket Black",10,17,13,-0.40,0.40
"GGOEGCBC074299"," Device Stand",154,195,15,0.80,0.40
"GGOEGDHR082199"," 25 oz Red Stainless Steel Bottle",221,341,30,0.50,0.80
"GGOEGAXC065655"," Toddler Hoodie Royal Blue",30,47,5,0.50,0.80
"GGOEGAAJ032614"," Men's Short Sleeve Badge Tee Charcoal",62,97,5,0.50,0.80
"9180814","Micro Wireless Earbud",0,0,5,0.50,0.80
"GGOEGAWR061048"," Onesie Red/Graphite",20,31,5,0.50,0.80
"GGOEGALQ036613"," Women's Scoop Neck Tee White",39,59,6,0.50,0.80
"GGOEGAYR068226"," Youth Short Sleeve Tee Red",5,7,6,0.50,0.80
"GGOEGAAJ057015"," Men's Short Sleeve Performance Badge Tee Charcoal",88,137,6,0.50,0.80
"GGOEWFKA083099"," Mood Happy Window Decal",17,26,6,0.50,0.80
"GGOEGAEJ028016"," Women's Short Sleeve Hero Tee Grey",33,51,6,0.50,0.80
"GGOEGAAX0652"," Toddler Short Sleeve T-shirt Royal Blue",19,30,6,0.50,0.80
"9180759"," Lunch Bag",0,0,6,0.50,0.80
"GGOEGAWR061050"," Onesie Red/Graphite",4,6,7,0.50,0.80
"GGOEGAAJ059114"," Men's Short Sleeve Performance Badge Tee Pewter",69,107,7,0.50,0.80
"GGOEAAYC068725","Android Youth Short Sleeve T-shirt Aqua",51,77,7,0.50,0.80
"GGOEAAAC080917","Android Lifted Men's Short Sleeve Tee Blue",6,9,7,0.50,0.80
"9182722"," Men's 100% Cotton Short Sleeve Hero Tee Navy",0,0,7,0.50,0.80
"GGOEGAAX0656"," Toddler Hoodie Royal Blue",33,51,7,0.50,0.80
"GGOEAAXJ066229","Android Toddler Short Sleeve T-shirt Pewter",3,4,8,0.50,0.80
"GGOEYAEJ029017"," Women's Short Sleeve Hero Tee Charcoal",3,4,8,0.50,0.80
"GGOEGAAJ032616"," Men's Short Sleeve Badge Tee Charcoal",31,48,8,0.50,0.80
"GGOEYAEJ029616"," Women's Short Sleeve Tri-blend Badge Tee Grey",3,4,8,0.50,0.80
"GGOEGALL074613"," Women's Short Sleeve Badge Tee Navy",22,33,8,0.50,0.80
"GGOEGADC059316"," Men's Airflow 1/4 Zip Pullover Lapis",4,6,8,0.50,0.80
"GGOEGADJ056813"," Men's Watershed Full Zip Hoodie Grey",35,54,9,0.50,0.80
"GGOEGADC059513"," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",6,9,9,0.50,0.80
"GGOEGADB056717","Men's Softshell Jacket Black/Grey",2,3,9,0.50,0.80
"GGOEAAAJ080816","Android Men's Engineer Short Sleeve Tee Charcoal",9,13,9,0.50,0.80
"GGOEGALB034116"," Women's Vintage Hero Tee Black",79,121,9,0.50,0.80
"GGOEGDHQ015399","26 oz Double Wall Insulated Bottle",845,256,9,0.50,0.80
"9184620"," Men's Performance Full Zip Jacket Black",0,0,9,0.50,0.80
"GGOEGAAQ057215"," Men's Colorblock Tee White/Heather",4,6,10,0.50,0.80
"GGOEGAAX0629"," Baby Essentials Set",126,194,10,0.50,0.80
"GGOEYAAJ033015"," Men's Long & Lean Tee Charcoal",21,33,10,0.50,0.80
"GGOEGOCB078299"," Leather Journal-Black",224,354,10,0.50,0.80
"GGOEAAAJ080813","Android Men's Engineer Short Sleeve Tee Charcoal",17,26,11,0.50,0.80
"GGOEYAWJ061449"," Onesie Heather",45,71,11,0.50,0.80
"GGOEGAEB084515","BLM Sweatshirt",6,9,11,0.50,0.80
"GGOEAAAH083313","Android Men's Paradise Short Sleeve Tee Olive",2,3,11,0.50,0.80
"GGOEGAWH061354"," Onesie Green",33,50,11,0.50,0.80
"GGOEAAAJ031917","Android Men's Short Sleeve Hero Tee Heather",37,57,12,0.50,0.80
"GGOEAAAH083315","Android Men's Paradise Short Sleeve Tee Olive",12,18,12,0.50,0.80
"GGOEAAAB034817","Android BTTF Cosmos Graphic Tee",7,10,12,0.50,0.80
"GGOEGADC059517"," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",2,3,12,0.50,0.80
"GGOEGAXQ067128"," Toddler Short Sleeve Tee White",8,12,12,0.50,0.80
"GGOEYOCR077799"," Hard Cover Journal",1330,2046,13,0.50,0.80
"9180754","8 pc Android Sticker Sheet",0,0,13,0.50,0.80
"GGOEGALJ073315"," Women's Short Sleeve Hero Tee Heather",2,3,13,0.50,0.80
"GGOEGOCC077299"," RFID Journal",1834,2839,13,0.50,0.80
"9182605"," Women's Tee Grey",0,0,13,0.50,0.80
"GGOEGAXQ067130"," Toddler Short Sleeve Tee White",12,18,13,0.50,0.80
"GGOEAAQB036116","Android Women's Fleece Hoodie",12,18,14,0.50,0.80
"GGOEGADB059613"," Men's Quilted Insulated Vest Black",12,18,14,0.50,0.80
"9184698"," Mood Ninja Window Decal",0,0,14,0.50,0.80
"GGOEAAAJ080817","Android Men's Engineer Short Sleeve Tee Charcoal",3,4,14,0.50,0.80
"9180809"," Flashlight",0,0,14,0.50,0.80
"GGOEGAAJ057013"," Men's Short Sleeve Performance Badge Tee Charcoal",27,43,15,0.50,0.80
"GGOEGADJ059714"," Men's Quilted Insulated Vest Battleship Grey",6,9,15,0.50,0.80
"GGOEAAEJ035714","Android Men's Vintage Tank",42,64,15,0.50,0.80
"GGOEGAAX0231"," Collapsible Pet Bowl",39,59,15,0.50,0.80
"GGOEGADB059216"," Men's Airflow 1/4 Zip Pullover Black",5,7,16,0.50,0.80
"GGOEYAEB028415","Women's  Short Sleeve Hero Tee Black",4,6,16,0.50,0.80
"GGOEAAAJ032417","Android Men's Short Sleeve Tri-blend Hero Tee Grey",8,12,16,0.50,0.80
"GGOEYAYR068626"," Youth Short Sleeve Tee Red",3,4,17,0.50,0.80
"GGOEYAEJ029513"," Women's Short Sleeve Tri-blend Badge Tee Charcoal",56,89,18,0.50,0.80
"9183213","Android Hard Cover Journal",0,0,18,0.50,0.80
"GGOEYAEB035617"," Men's Vintage Tank",1,1,18,0.50,0.80
"9181139","Waterproof Backpack",0,0,18,0.50,0.80
"GGOEAAAB034917","Android BTTF Moonshot Graphic Tee",13,20,19,0.50,0.80
"GGOEAAXN066330","Android Toddler Short Sleeve T-shirt Pink",44,70,19,0.50,0.80
"GGOEAAEJ035715","Android Men's Vintage Tank",15,23,19,0.50,0.80
"GGOEGAAJ032815"," Men's Long & Lean Tee Charcoal",161,251,19,0.50,0.80
"GGOEGAXC065629"," Toddler Hoodie Royal Blue",27,41,19,0.50,0.80
"9182788","Yoga Mat",0,0,19,0.50,0.80
"GGOEGAWC062849"," Infant Zip Hood Royal Blue",69,108,19,0.50,0.80
"GGOEYAFB073117"," Men's Fleece Hoodie Black",13,20,19,0.50,0.80
"GGOEGESB015099","Basecamp Explorer Powerbank Flashlight",200,306,14,-0.30,0.80
"GGOEGOFH020299"," Screen Cleaning Cloth",844,1324,5,0.70,0.80
"GGOEGESB015199"," Flashlight",9,13,6,0.70,0.80
"GGOEGAAX0604"," Women's Quilted Insulated Vest Black",6,10,11,0.10,0.80
"GGOEGAAX0328"," Men's Long & Lean Tee Charcoal",8,11,14,0.10,0.80
"GGOEGAAX0342"," Women's Vintage Hero Tee White",127,172,14,0.10,0.80
"GGOEGAAX0572"," Men's Colorblock Tee White/Heather",1,1,8,0.20,0.80
"GGOEACCQ017299","Android Lunch Kit",107,163,12,-0.20,0.80
"GGOEGCKQ013199","1 oz Hand Sanitizer",381,679,3,0.50,1.10
"GGOEGAAX0344"," Women's Vintage Hero Tee Platinum",32,34,5,-0.50,1.10
"GGOEGAAX0297"," Women's Short Sleeve Hero Tee Red Heather",11,16,6,0.30,1.10
"GGOEGAAX0602"," Women's 1/4 Zip Performance Pullover Black",12,21,12,0.30,1.10
"GGOEGAAX0730"," Men's Performance Hero Tee Gunmetal",1,1,17,0.30,1.10
"GGOEGAAX0731"," Men's Fleece Hoodie Black",94,142,17,0.30,1.10
"GGOEGOAJ021599","Gunmetal Roller Ball Pen",740,1321,36,0.70,1.10
"GGOEGAAX0074"," 22 oz Water Bottle",8942,15607,2,0.70,1.10
"GGOEGAXQ067129"," Toddler Short Sleeve Tee White",7,12,5,0.70,1.10
"9183240","25L Classic Rucksack",0,0,5,0.70,1.10
"9182873","Android Toddler Short Sleeve T-shirt Pink",0,0,5,0.70,1.10
"GGOEGAER035515"," Men's Vintage Tank",23,41,5,0.70,1.10
"9182721"," Men's 100% Cotton Short Sleeve Hero Tee Black",0,0,5,0.70,1.10
"GGOEGADJ059814"," Men's Convertible Vest-Jacket Pewter",5,8,5,0.70,1.10
"GGOEAHPJ074410","Android Twill Cap",91,161,5,0.70,1.10
"9180756","Windup Android",0,0,6,0.70,1.10
"GGOEGKWQ060910"," Bib White",65,116,6,0.70,1.10
"GGOEAAWJ062549","Android Infant Short Sleeve Tee Pewter",5,8,6,0.70,1.10
"GGOEGALB036517"," Women's Scoop Neck Tee Black",13,23,7,0.70,1.10
"9183230"," Protect Smoke + CO White Battery Alarm-USA",0,0,7,0.70,1.10
"GGOEGOCT019199","Red Spiral  Notebook",316,43,8,0.70,1.10
"GGOEGAAJ073016"," Men's Performance Hero Tee Gunmetal",6,10,8,0.70,1.10
"GGOEAAEJ033415","Android Men's Long Sleeve Badge Crew Tee Heather",51,92,8,0.70,1.10
"GGOEGOAC021799","Ballpoint Pen Blue",226,400,8,0.70,1.10
"GGOEAAAP081214","Android Men's Take Charge Short Sleeve Tee Purple",38,68,8,0.70,1.10
"GGOEGAWQ062248"," Infant Short Sleeve Tee White",4,7,8,0.70,1.10
"9182738"," Women's Long Sleeve Blended Cardigan Charcoal",0,0,8,0.70,1.10
"GGOEGADB059215"," Men's Airflow 1/4 Zip Pullover Black",24,41,9,0.70,1.10
"9182593"," Men's Pullover Hoodie Grey",0,0,9,0.70,1.10
"GGOEGAYQ069026"," Youth Short Sleeve Tee White",2,3,9,0.70,1.10
"9182781"," Women's Short Sleeve Hero Tee Black",0,0,9,0.70,1.10
"GGOEGAAX0688","Android Youth Short Sleeve T-shirt Pewter",2,3,10,0.70,1.10
"GGOEGGCX056399","Gift Card - $250.00",22,38,10,0.70,1.10
"GGOEAAFB035915","Android Men's  Zip Hoodie",8,14,10,0.70,1.10
"GGOEGADJ057113"," Men's Performance 1/4 Zip Pullover Heather/Black",10,18,11,0.70,1.10
"9182575","Android Men's  Zip Hoodie",0,0,11,0.70,1.10
"GGOEAAAL081115","Android Men's Pep Rally Short Sleeve Tee Navy",23,41,11,0.70,1.10
"9182784"," Women's Short Sleeve Hero Tee White",0,0,12,0.70,1.10
"GGOEGDHC015299","23 oz Wide Mouth Sport Bottle",402,142,12,0.70,1.10
"9181664","Waterproof Gear Bag",0,0,12,0.70,1.10
"GGOEGAEQ027915"," Women's Short Sleeve Hero Tee White",29,51,12,0.70,1.10
"GGOEGAAC035017"," Men's Bayside Graphic Tee",4,7,13,0.70,1.10
"GGOEGADB059217"," Men's Airflow 1/4 Zip Pullover Black",4,7,14,0.70,1.10
"GGOEGAFB035817"," Men's  Zip Hoodie",9,15,14,0.70,1.10
"GGOEGADC059514"," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",9,16,14,0.70,1.10
"GGOEGAAB033814"," Men's Vintage Badge Tee Black",222,395,14,0.70,1.10
"GGOEGAYT068525"," Youth Short Sleeve T-shirt Yellow",33,59,14,0.70,1.10
"9182725"," Men's Long & Lean Tee Grey",0,0,15,0.70,1.10
"GGOEGATB060616"," Women's Convertible Vest-Jacket Black",3,5,15,0.70,1.10
"GGOEGHPA002910"," Trucker Hat",0,0,15,0.70,1.10
"GGOEGATB060617"," Women's Convertible Vest-Jacket Black",9,15,15,0.70,1.10
"GGOEGAAJ032814"," Men's Long & Lean Tee Charcoal",163,295,15,0.70,1.10
"GGOEGAEA030415"," Womens 3/4 Sleeve Baseball Raglan Heather/Black",19,33,15,0.70,1.10
"GGOEAAEH035214","Android Men's Vintage Henley",24,43,15,0.70,1.10
"GGOEGAEC033116"," Men's Long Sleeve Raglan Ocean Blue",39,70,15,0.70,1.10
"GGOEGAPB057817","Women's Performance Full Zip Jacket Black",4,7,16,0.70,1.10
"GGOEGAAL010613"," Men's 100% Cotton Short Sleeve Hero Tee Navy",21,37,16,0.70,1.10
"GGOEGAYB068026"," Youth Baseball Raglan Heather/Black",12,21,16,0.70,1.10
"GGOEGBRD079699","25L Classic Rucksack",23,40,16,0.70,1.10
"GGOEGAAJ032617"," Men's Short Sleeve Badge Tee Charcoal",5,9,16,0.70,1.10
"GGOEGAWC062848"," Infant Zip Hood Royal Blue",35,62,16,0.70,1.10
"GGOEGAAJ032817"," Men's Long & Lean Tee Charcoal",58,102,17,0.70,1.10
"GGOEYAXR066129"," Toddler Short Sleeve Tee Red",4,7,17,0.70,1.10
"GGOEGAEB027816"," Women's Short Sleeve Hero Tee Black",21,37,17,0.70,1.10
"GGOEGAAX0651"," Toddler Short Sleeve Tee Red",41,71,18,0.70,1.10
"GGOEGAAC035015"," Men's Bayside Graphic Tee",12,21,18,0.70,1.10
"GGOEGATB060214"," Women's 1/4 Zip Performance Pullover Black",5,8,19,0.70,1.10
"GGOEGAAC032114"," Men's Short Sleeve Hero Tee Light Blue",20,35,19,0.70,1.10
"GGOEGATB060216"," Women's 1/4 Zip Performance Pullover Black",4,7,19,0.70,1.10
"GGOEGBCR024399"," Lunch Bag",160,290,11,0.40,1.10
"GGOEGHGC019799"," Sunglasses",1361,2444,13,0.40,1.10
"GGOEGAAX0605"," Women's Quilted Insulated Vest White",10,16,9,0.60,1.60
"GGOEGAAX0597"," Men's Quilted Insulated Vest Battleship Grey",24,45,11,0.60,1.60
"GGOEGAAX0366"," Women's Scoop Neck Tee White",51,81,18,0.60,1.60
"GGOEGOCB017499","Leatherette Journal",3071,4978,36,0.50,0.90
"GGOEGAAX0037"," Sunglasses",4204,6805,5,0.50,0.90
"GGOEGFKQ020799"," Doodle Decal",1290,2080,5,0.50,0.90
"GGOEGALJ036416"," Women's Tee Grey",7,11,5,0.50,0.90
"9180820"," Doodle Decal",0,0,7,0.50,0.90
"9180793","26 oz Double Wall Insulated Bottle",0,0,8,0.50,0.90
"GGOEGALP034316"," Women's Vintage Hero Tee Lavender",3,4,8,0.50,0.90
"9180766","Sport Bag",0,0,8,0.50,0.90
"GGOEGATB060615"," Women's Convertible Vest-Jacket Black",16,25,8,0.50,0.90
"9184675","UpCycled Bike Saddle Bag",0,0,8,0.50,0.90
"GGOEYAEA035117"," Men's Vintage Henley",37,59,8,0.50,0.90
"9184708"," Women's Typography Short Sleeve Tee",0,0,9,0.50,0.90
"GGOEYAWJ061454"," Onesie Heather",13,21,10,0.50,0.90
"GGOEGAAB010514"," Men's 100% Cotton Short Sleeve Hero Tee Black",681,1101,10,0.50,0.90
"GGOEAAFB035913","Android Men's  Zip Hoodie",8,12,11,0.50,0.90
"GGOEGBJC019999","Collapsible Shopping Bag",1184,117,11,0.50,0.90
"9183096"," Youth Sports Tee Navy",0,0,12,0.50,0.90
"9180779","1 oz Hand Sanitizer",0,0,12,0.50,0.90
"GGOEAHPJ004314","Android Stretch Fit Hat M/L",37,59,13,0.50,0.90
"GGOEGAWR061850"," Infant Short Sleeve Tee Red",3,4,13,0.50,0.90
"GGOEAAWN062650","Android Infant Short Sleeve Tee Pink",6,9,14,0.50,0.90
"GGOEGESQ016799","Plastic Sliding Flashlight",1570,2561,14,0.50,0.90
"GGOEGAUC057717"," Women's Performance Golf Polo Blue",2,3,14,0.50,0.90
"GGOEGAAC035013"," Men's Bayside Graphic Tee",16,25,15,0.50,0.90
"GGOEAHPB080210","Android 5-Panel Low Cap",7,11,16,0.50,0.90
"GGOEGATC060315"," Women's 1/4 Zip Performance Pullover Two-Tone Blue",5,8,16,0.50,0.90
"GGOEYDHJ019399","24 oz  Sergeant Stripe Bottle",0,0,17,0.50,0.90
"GGOEGALP034314"," Women's Vintage Hero Tee Lavender",27,43,17,0.50,0.90
"GGOEYAFB073115"," Men's Fleece Hoodie Black",108,175,17,0.50,0.90
"GGOEA0CH077599","Android Hard Cover Journal",63,102,17,0.50,0.90
"GGOEGAEC033117"," Men's Long Sleeve Raglan Ocean Blue",6,9,18,0.50,0.90
"9182848"," Toddler Hoodie Royal Blue",0,0,18,0.50,0.90
"GGOEGAAJ032717"," Men's Long & Lean Tee Grey",14,22,18,0.50,0.90
"GGOEGXXX0845","BLM Sweatshirt",3,4,18,0.50,0.90
"GGOEAAEJ028216","Android Women's Short Sleeve Badge Tee Dark Heather",3,4,19,0.50,0.90
"GGOEGAAX0663","Android Toddler Short Sleeve T-shirt Pink",12,19,19,0.50,0.90
"GGOEGAAX0584"," Women's Yoga Pants",2,3,6,0.30,0.90
"GGOEGALJ060114"," Women's Short Sleeve Performance Tee Pewter",27,44,5,0.60,0.90
"GGOEGAAJ080615"," Men's Bike Short Sleeve Tee Charcoal",78,129,5,0.60,0.90
"GGOEGADC059317"," Men's Airflow 1/4 Zip Pullover Lapis",2,3,5,0.60,0.90
"GGOEGAEJ030816"," Women's Long Sleeve Blended Cardigan Charcoal",9,14,5,0.60,0.90
"GGOEGAWH061348"," Onesie Green",67,110,5,0.60,0.90
"9181138"," Rucksack",0,0,5,0.60,0.90
"GGOEGAAJ032316"," Men's Short Sleeve Hero Tee Charcoal",59,98,5,0.60,0.90
"GGOEGAAJ032813"," Men's Long & Lean Tee Charcoal",52,85,5,0.60,0.90
"GGOEGHPL003214"," Stretch Fit Hat M/L Navy",4,6,6,0.60,0.90
"GGOEGAWQ062949"," Baby Essentials Set",211,349,6,0.60,0.90
"GGOEGAYL068156"," Youth Sports Tee Navy",30,48,6,0.60,0.90
"GGOEGAWN062749"," Infant Zip Hood Pink",89,147,6,0.60,0.90
"GGOEGADB056614","Men's Weatherblock Shell Jacket Black",27,44,7,0.60,0.90
"GGOEGAEC029113"," Women's Short Sleeve Hero Tee Sky Blue",15,24,7,0.60,0.90
"GGOEGALJ034417"," Women's Vintage Hero Tee Platinum",4,6,8,0.60,0.90
"GGOEGOCD078199"," Leather Journal-Brown",275,451,9,0.60,0.90
"9182740"," Men's Airflow 1/4 Zip Pullover Black",0,0,9,0.60,0.90
"GGOEGGCX056299","Gift Card - $25.00",65,107,10,0.60,0.90
"GGOEYAAQ031716"," Men's Short Sleeve Hero Tee White",20,32,10,0.60,0.90
"GGOEGAAC032115"," Men's Short Sleeve Hero Tee Light Blue",16,26,10,0.60,0.90
"GGOEGAAR010713"," Men's 100% Cotton Short Sleeve Hero Tee Red",21,34,10,0.60,0.90
"GGOEGADJ057116"," Men's Performance 1/4 Zip Pullover Heather/Black",4,6,11,0.60,0.90
"GGOEWFKA082999"," Baby on Board Window Decal",251,415,11,0.60,0.90
"9184733"," Learning Thermostat 3rd Gen-USA - White",0,0,11,0.60,0.90
"GGOEYAAJ032516"," Men's Short Sleeve Hero Tee Charcoal",11,18,12,0.60,0.90
"GGOEGBRJ037299"," Alpine Style Backpack",165,272,12,0.60,0.90
"GGOEGAAB010516"," Men's 100% Cotton Short Sleeve Hero Tee Black",90,148,12,0.60,0.90
"9182719"," Men's Short Sleeve Hero Tee Charcoal",0,0,12,0.60,0.90
"GGOEGAAX0680"," Youth Baseball Raglan Heather/Black",17,28,13,0.60,0.90
"GGOEYAWJ061453"," Onesie Heather",26,43,14,0.60,0.90
"GGOEAAAH083314","Android Men's Paradise Short Sleeve Tee Olive",18,30,14,0.60,0.90
